"Var1","Var2","Var3","Freq"
"28836","CAX","2010.01","Numida meleagris",0
"28837","COU","2010.01","Numida meleagris",0
"28838","CSN","2010.01","Numida meleagris",0
"28839","KRP","2010.01","Numida meleagris",0
"28840","MAS","2010.01","Numida meleagris",0
"28841","NAK","2010.01","Numida meleagris",0
"28842","NNN","2010.01","Numida meleagris",0
"28843","PSH","2010.01","Numida meleagris",0
"28844","RNF","2010.01","Numida meleagris",0
"28845","UDZ","2010.01","Numida meleagris",0
"28846","VB-","2010.01","Numida meleagris",0
"28847","YAN","2010.01","Numida meleagris",0
"28848","YAS","2010.01","Numida meleagris",0
"28849","BBS","2011.01","Numida meleagris",0
"28850","BCI","2011.01","Numida meleagris",0
"28851","BIF","2011.01","Numida meleagris",0
"28852","CAX","2011.01","Numida meleagris",0
"28853","COU","2011.01","Numida meleagris",0
"28854","CSN","2011.01","Numida meleagris",0
"28855","KRP","2011.01","Numida meleagris",0
"28856","MAS","2011.01","Numida meleagris",0
"28857","NAK","2011.01","Numida meleagris",0
"28858","NNN","2011.01","Numida meleagris",0
"28859","PSH","2011.01","Numida meleagris",0
"28860","RNF","2011.01","Numida meleagris",6
"28861","UDZ","2011.01","Numida meleagris",0
"28862","VB-","2011.01","Numida meleagris",0
"28863","YAN","2011.01","Numida meleagris",0
"28864","YAS","2011.01","Numida meleagris",0
"28865","BBS","2012.01","Numida meleagris",0
"28866","BCI","2012.01","Numida meleagris",0
"28867","BIF","2012.01","Numida meleagris",0
"28868","CAX","2012.01","Numida meleagris",0
"28869","COU","2012.01","Numida meleagris",0
"28870","CSN","2012.01","Numida meleagris",0
"28871","KRP","2012.01","Numida meleagris",0
"28872","MAS","2012.01","Numida meleagris",0
"28873","NAK","2012.01","Numida meleagris",0
"28874","NNN","2012.01","Numida meleagris",0
"28875","PSH","2012.01","Numida meleagris",0
"28876","RNF","2012.01","Numida meleagris",3
"28877","UDZ","2012.01","Numida meleagris",0
"28878","VB-","2012.01","Numida meleagris",0
"28879","YAN","2012.01","Numida meleagris",0
"28880","YAS","2012.01","Numida meleagris",0
"28881","BBS","2013.01","Numida meleagris",0
"28882","BCI","2013.01","Numida meleagris",0
"28883","BIF","2013.01","Numida meleagris",0
"28884","CAX","2013.01","Numida meleagris",0
"28885","COU","2013.01","Numida meleagris",0
"28886","CSN","2013.01","Numida meleagris",0
"28887","KRP","2013.01","Numida meleagris",0
"28888","MAS","2013.01","Numida meleagris",0
"28889","NAK","2013.01","Numida meleagris",0
"28890","NNN","2013.01","Numida meleagris",0
"28891","PSH","2013.01","Numida meleagris",0
"28892","RNF","2013.01","Numida meleagris",0
"28893","UDZ","2013.01","Numida meleagris",0
"28894","VB-","2013.01","Numida meleagris",0
"28895","YAN","2013.01","Numida meleagris",0
"28896","YAS","2013.01","Numida meleagris",0
"28897","BBS","2007.01","Odocoileus virginianus",0
"28898","BCI","2007.01","Odocoileus virginianus",0
"28899","BIF","2007.01","Odocoileus virginianus",0
"28900","CAX","2007.01","Odocoileus virginianus",0
"28901","COU","2007.01","Odocoileus virginianus",0
"28902","CSN","2007.01","Odocoileus virginianus",0
"28903","KRP","2007.01","Odocoileus virginianus",0
"28904","MAS","2007.01","Odocoileus virginianus",0
"28905","NAK","2007.01","Odocoileus virginianus",0
"28906","NNN","2007.01","Odocoileus virginianus",0
"28907","PSH","2007.01","Odocoileus virginianus",0
"28908","RNF","2007.01","Odocoileus virginianus",0
"28909","UDZ","2007.01","Odocoileus virginianus",0
"28910","VB-","2007.01","Odocoileus virginianus",0
"28911","YAN","2007.01","Odocoileus virginianus",0
"28912","YAS","2007.01","Odocoileus virginianus",0
"28913","BBS","2008.01","Odocoileus virginianus",0
"28914","BCI","2008.01","Odocoileus virginianus",0
"28915","BIF","2008.01","Odocoileus virginianus",0
"28916","CAX","2008.01","Odocoileus virginianus",0
"28917","COU","2008.01","Odocoileus virginianus",0
"28918","CSN","2008.01","Odocoileus virginianus",0
"28919","KRP","2008.01","Odocoileus virginianus",0
"28920","MAS","2008.01","Odocoileus virginianus",0
"28921","NAK","2008.01","Odocoileus virginianus",0
"28922","NNN","2008.01","Odocoileus virginianus",0
"28923","PSH","2008.01","Odocoileus virginianus",0
"28924","RNF","2008.01","Odocoileus virginianus",0
"28925","UDZ","2008.01","Odocoileus virginianus",0
"28926","VB-","2008.01","Odocoileus virginianus",0
"28927","YAN","2008.01","Odocoileus virginianus",0
"28928","YAS","2008.01","Odocoileus virginianus",0
"28929","BBS","2009.01","Odocoileus virginianus",0
"28930","BCI","2009.01","Odocoileus virginianus",0
"28931","BIF","2009.01","Odocoileus virginianus",0
"28932","CAX","2009.01","Odocoileus virginianus",0
"28933","COU","2009.01","Odocoileus virginianus",0
"28934","CSN","2009.01","Odocoileus virginianus",105
"28935","KRP","2009.01","Odocoileus virginianus",0
"28936","MAS","2009.01","Odocoileus virginianus",0
"28937","NAK","2009.01","Odocoileus virginianus",0
"28938","NNN","2009.01","Odocoileus virginianus",0
"28939","PSH","2009.01","Odocoileus virginianus",0
"28940","RNF","2009.01","Odocoileus virginianus",0
"28941","UDZ","2009.01","Odocoileus virginianus",0
"28942","VB-","2009.01","Odocoileus virginianus",0
"28943","YAN","2009.01","Odocoileus virginianus",0
"28944","YAS","2009.01","Odocoileus virginianus",0
"28945","BBS","2010.01","Odocoileus virginianus",0
"28946","BCI","2010.01","Odocoileus virginianus",2610
"28947","BIF","2010.01","Odocoileus virginianus",0
"28948","CAX","2010.01","Odocoileus virginianus",0
"28949","COU","2010.01","Odocoileus virginianus",0
"28950","CSN","2010.01","Odocoileus virginianus",3
"28951","KRP","2010.01","Odocoileus virginianus",0
"28952","MAS","2010.01","Odocoileus virginianus",0
"28953","NAK","2010.01","Odocoileus virginianus",0
"28954","NNN","2010.01","Odocoileus virginianus",0
"28955","PSH","2010.01","Odocoileus virginianus",0
"28956","RNF","2010.01","Odocoileus virginianus",0
"28957","UDZ","2010.01","Odocoileus virginianus",0
"28958","VB-","2010.01","Odocoileus virginianus",0
"28959","YAN","2010.01","Odocoileus virginianus",0
"28960","YAS","2010.01","Odocoileus virginianus",0
"28961","BBS","2011.01","Odocoileus virginianus",0
"28962","BCI","2011.01","Odocoileus virginianus",1600
"28963","BIF","2011.01","Odocoileus virginianus",0
"28964","CAX","2011.01","Odocoileus virginianus",0
"28965","COU","2011.01","Odocoileus virginianus",0
"28966","CSN","2011.01","Odocoileus virginianus",0
"28967","KRP","2011.01","Odocoileus virginianus",0
"28968","MAS","2011.01","Odocoileus virginianus",0
"28969","NAK","2011.01","Odocoileus virginianus",0
"28970","NNN","2011.01","Odocoileus virginianus",0
"28971","PSH","2011.01","Odocoileus virginianus",0
"28972","RNF","2011.01","Odocoileus virginianus",0
"28973","UDZ","2011.01","Odocoileus virginianus",0
"28974","VB-","2011.01","Odocoileus virginianus",9
"28975","YAN","2011.01","Odocoileus virginianus",0
"28976","YAS","2011.01","Odocoileus virginianus",0
"28977","BBS","2012.01","Odocoileus virginianus",0
"28978","BCI","2012.01","Odocoileus virginianus",1030
"28979","BIF","2012.01","Odocoileus virginianus",0
"28980","CAX","2012.01","Odocoileus virginianus",0
"28981","COU","2012.01","Odocoileus virginianus",0
"28982","CSN","2012.01","Odocoileus virginianus",0
"28983","KRP","2012.01","Odocoileus virginianus",0
"28984","MAS","2012.01","Odocoileus virginianus",0
"28985","NAK","2012.01","Odocoileus virginianus",0
"28986","NNN","2012.01","Odocoileus virginianus",0
"28987","PSH","2012.01","Odocoileus virginianus",0
"28988","RNF","2012.01","Odocoileus virginianus",0
"28989","UDZ","2012.01","Odocoileus virginianus",0
"28990","VB-","2012.01","Odocoileus virginianus",0
"28991","YAN","2012.01","Odocoileus virginianus",0
"28992","YAS","2012.01","Odocoileus virginianus",0
"28993","BBS","2013.01","Odocoileus virginianus",0
"28994","BCI","2013.01","Odocoileus virginianus",1994
"28995","BIF","2013.01","Odocoileus virginianus",0
"28996","CAX","2013.01","Odocoileus virginianus",0
"28997","COU","2013.01","Odocoileus virginianus",0
"28998","CSN","2013.01","Odocoileus virginianus",0
"28999","KRP","2013.01","Odocoileus virginianus",0
"29000","MAS","2013.01","Odocoileus virginianus",0
"29001","NAK","2013.01","Odocoileus virginianus",0
"29002","NNN","2013.01","Odocoileus virginianus",0
"29003","PSH","2013.01","Odocoileus virginianus",0
"29004","RNF","2013.01","Odocoileus virginianus",0
"29005","UDZ","2013.01","Odocoileus virginianus",0
"29006","VB-","2013.01","Odocoileus virginianus",60
"29007","YAN","2013.01","Odocoileus virginianus",0
"29008","YAS","2013.01","Odocoileus virginianus",0
"29009","BBS","2007.01","Odontophorus gujanensis",0
"29010","BCI","2007.01","Odontophorus gujanensis",0
"29011","BIF","2007.01","Odontophorus gujanensis",0
"29012","CAX","2007.01","Odontophorus gujanensis",0
"29013","COU","2007.01","Odontophorus gujanensis",0
"29014","CSN","2007.01","Odontophorus gujanensis",0
"29015","KRP","2007.01","Odontophorus gujanensis",0
"29016","MAS","2007.01","Odontophorus gujanensis",0
"29017","NAK","2007.01","Odontophorus gujanensis",0
"29018","NNN","2007.01","Odontophorus gujanensis",0
"29019","PSH","2007.01","Odontophorus gujanensis",0
"29020","RNF","2007.01","Odontophorus gujanensis",0
"29021","UDZ","2007.01","Odontophorus gujanensis",0
"29022","VB-","2007.01","Odontophorus gujanensis",0
"29023","YAN","2007.01","Odontophorus gujanensis",0
"29024","YAS","2007.01","Odontophorus gujanensis",0
"29025","BBS","2008.01","Odontophorus gujanensis",0
"29026","BCI","2008.01","Odontophorus gujanensis",0
"29027","BIF","2008.01","Odontophorus gujanensis",0
"29028","CAX","2008.01","Odontophorus gujanensis",0
"29029","COU","2008.01","Odontophorus gujanensis",0
"29030","CSN","2008.01","Odontophorus gujanensis",44
"29031","KRP","2008.01","Odontophorus gujanensis",0
"29032","MAS","2008.01","Odontophorus gujanensis",0
"29033","NAK","2008.01","Odontophorus gujanensis",0
"29034","NNN","2008.01","Odontophorus gujanensis",0
"29035","PSH","2008.01","Odontophorus gujanensis",0
"29036","RNF","2008.01","Odontophorus gujanensis",0
"29037","UDZ","2008.01","Odontophorus gujanensis",0
"29038","VB-","2008.01","Odontophorus gujanensis",0
"29039","YAN","2008.01","Odontophorus gujanensis",0
"29040","YAS","2008.01","Odontophorus gujanensis",0
"29041","BBS","2009.01","Odontophorus gujanensis",0
"29042","BCI","2009.01","Odontophorus gujanensis",0
"29043","BIF","2009.01","Odontophorus gujanensis",0
"29044","CAX","2009.01","Odontophorus gujanensis",0
"29045","COU","2009.01","Odontophorus gujanensis",0
"29046","CSN","2009.01","Odontophorus gujanensis",42
"29047","KRP","2009.01","Odontophorus gujanensis",0
"29048","MAS","2009.01","Odontophorus gujanensis",0
"29049","NAK","2009.01","Odontophorus gujanensis",0
"29050","NNN","2009.01","Odontophorus gujanensis",0
"29051","PSH","2009.01","Odontophorus gujanensis",0
"29052","RNF","2009.01","Odontophorus gujanensis",0
"29053","UDZ","2009.01","Odontophorus gujanensis",0
"29054","VB-","2009.01","Odontophorus gujanensis",0
"29055","YAN","2009.01","Odontophorus gujanensis",0
"29056","YAS","2009.01","Odontophorus gujanensis",0
"29057","BBS","2010.01","Odontophorus gujanensis",0
"29058","BCI","2010.01","Odontophorus gujanensis",0
"29059","BIF","2010.01","Odontophorus gujanensis",0
"29060","CAX","2010.01","Odontophorus gujanensis",0
"29061","COU","2010.01","Odontophorus gujanensis",0
"29062","CSN","2010.01","Odontophorus gujanensis",0
"29063","KRP","2010.01","Odontophorus gujanensis",0
"29064","MAS","2010.01","Odontophorus gujanensis",0
"29065","NAK","2010.01","Odontophorus gujanensis",0
"29066","NNN","2010.01","Odontophorus gujanensis",0
"29067","PSH","2010.01","Odontophorus gujanensis",0
"29068","RNF","2010.01","Odontophorus gujanensis",0
"29069","UDZ","2010.01","Odontophorus gujanensis",0
"29070","VB-","2010.01","Odontophorus gujanensis",0
"29071","YAN","2010.01","Odontophorus gujanensis",0
"29072","YAS","2010.01","Odontophorus gujanensis",0
"29073","BBS","2011.01","Odontophorus gujanensis",0
"29074","BCI","2011.01","Odontophorus gujanensis",0
"29075","BIF","2011.01","Odontophorus gujanensis",0
"29076","CAX","2011.01","Odontophorus gujanensis",0
"29077","COU","2011.01","Odontophorus gujanensis",0
"29078","CSN","2011.01","Odontophorus gujanensis",0
"29079","KRP","2011.01","Odontophorus gujanensis",0
"29080","MAS","2011.01","Odontophorus gujanensis",18
"29081","NAK","2011.01","Odontophorus gujanensis",0
"29082","NNN","2011.01","Odontophorus gujanensis",0
"29083","PSH","2011.01","Odontophorus gujanensis",0
"29084","RNF","2011.01","Odontophorus gujanensis",0
"29085","UDZ","2011.01","Odontophorus gujanensis",0
"29086","VB-","2011.01","Odontophorus gujanensis",0
"29087","YAN","2011.01","Odontophorus gujanensis",0
"29088","YAS","2011.01","Odontophorus gujanensis",100
"29089","BBS","2012.01","Odontophorus gujanensis",0
"29090","BCI","2012.01","Odontophorus gujanensis",0
"29091","BIF","2012.01","Odontophorus gujanensis",0
"29092","CAX","2012.01","Odontophorus gujanensis",0
"29093","COU","2012.01","Odontophorus gujanensis",0
"29094","CSN","2012.01","Odontophorus gujanensis",0
"29095","KRP","2012.01","Odontophorus gujanensis",0
"29096","MAS","2012.01","Odontophorus gujanensis",0
"29097","NAK","2012.01","Odontophorus gujanensis",0
"29098","NNN","2012.01","Odontophorus gujanensis",0
"29099","PSH","2012.01","Odontophorus gujanensis",0
"29100","RNF","2012.01","Odontophorus gujanensis",0
"29101","UDZ","2012.01","Odontophorus gujanensis",0
"29102","VB-","2012.01","Odontophorus gujanensis",0
"29103","YAN","2012.01","Odontophorus gujanensis",0
"29104","YAS","2012.01","Odontophorus gujanensis",70
"29105","BBS","2013.01","Odontophorus gujanensis",0
"29106","BCI","2013.01","Odontophorus gujanensis",0
"29107","BIF","2013.01","Odontophorus gujanensis",0
"29108","CAX","2013.01","Odontophorus gujanensis",0
"29109","COU","2013.01","Odontophorus gujanensis",0
"29110","CSN","2013.01","Odontophorus gujanensis",0
"29111","KRP","2013.01","Odontophorus gujanensis",0
"29112","MAS","2013.01","Odontophorus gujanensis",0
"29113","NAK","2013.01","Odontophorus gujanensis",0
"29114","NNN","2013.01","Odontophorus gujanensis",0
"29115","PSH","2013.01","Odontophorus gujanensis",0
"29116","RNF","2013.01","Odontophorus gujanensis",0
"29117","UDZ","2013.01","Odontophorus gujanensis",0
"29118","VB-","2013.01","Odontophorus gujanensis",0
"29119","YAN","2013.01","Odontophorus gujanensis",0
"29120","YAS","2013.01","Odontophorus gujanensis",90
"29121","BBS","2007.01","Odontophorus guttatus",0
"29122","BCI","2007.01","Odontophorus guttatus",0
"29123","BIF","2007.01","Odontophorus guttatus",0
"29124","CAX","2007.01","Odontophorus guttatus",0
"29125","COU","2007.01","Odontophorus guttatus",0
"29126","CSN","2007.01","Odontophorus guttatus",0
"29127","KRP","2007.01","Odontophorus guttatus",0
"29128","MAS","2007.01","Odontophorus guttatus",0
"29129","NAK","2007.01","Odontophorus guttatus",0
"29130","NNN","2007.01","Odontophorus guttatus",0
"29131","PSH","2007.01","Odontophorus guttatus",0
"29132","RNF","2007.01","Odontophorus guttatus",0
"29133","UDZ","2007.01","Odontophorus guttatus",0
"29134","VB-","2007.01","Odontophorus guttatus",0
"29135","YAN","2007.01","Odontophorus guttatus",0
"29136","YAS","2007.01","Odontophorus guttatus",0
"29137","BBS","2008.01","Odontophorus guttatus",0
"29138","BCI","2008.01","Odontophorus guttatus",0
"29139","BIF","2008.01","Odontophorus guttatus",0
"29140","CAX","2008.01","Odontophorus guttatus",0
"29141","COU","2008.01","Odontophorus guttatus",0
"29142","CSN","2008.01","Odontophorus guttatus",0
"29143","KRP","2008.01","Odontophorus guttatus",0
"29144","MAS","2008.01","Odontophorus guttatus",0
"29145","NAK","2008.01","Odontophorus guttatus",0
"29146","NNN","2008.01","Odontophorus guttatus",0
"29147","PSH","2008.01","Odontophorus guttatus",0
"29148","RNF","2008.01","Odontophorus guttatus",0
"29149","UDZ","2008.01","Odontophorus guttatus",0
"29150","VB-","2008.01","Odontophorus guttatus",0
"29151","YAN","2008.01","Odontophorus guttatus",0
"29152","YAS","2008.01","Odontophorus guttatus",0
"29153","BBS","2009.01","Odontophorus guttatus",0
"29154","BCI","2009.01","Odontophorus guttatus",0
"29155","BIF","2009.01","Odontophorus guttatus",0
"29156","CAX","2009.01","Odontophorus guttatus",0
"29157","COU","2009.01","Odontophorus guttatus",0
"29158","CSN","2009.01","Odontophorus guttatus",0
"29159","KRP","2009.01","Odontophorus guttatus",0
"29160","MAS","2009.01","Odontophorus guttatus",0
"29161","NAK","2009.01","Odontophorus guttatus",0
"29162","NNN","2009.01","Odontophorus guttatus",0
"29163","PSH","2009.01","Odontophorus guttatus",0
"29164","RNF","2009.01","Odontophorus guttatus",0
"29165","UDZ","2009.01","Odontophorus guttatus",0
"29166","VB-","2009.01","Odontophorus guttatus",0
"29167","YAN","2009.01","Odontophorus guttatus",0
"29168","YAS","2009.01","Odontophorus guttatus",0
"29169","BBS","2010.01","Odontophorus guttatus",0
"29170","BCI","2010.01","Odontophorus guttatus",60
"29171","BIF","2010.01","Odontophorus guttatus",0
"29172","CAX","2010.01","Odontophorus guttatus",0
"29173","COU","2010.01","Odontophorus guttatus",0
"29174","CSN","2010.01","Odontophorus guttatus",0
"29175","KRP","2010.01","Odontophorus guttatus",0
"29176","MAS","2010.01","Odontophorus guttatus",0
"29177","NAK","2010.01","Odontophorus guttatus",0
"29178","NNN","2010.01","Odontophorus guttatus",0
"29179","PSH","2010.01","Odontophorus guttatus",0
"29180","RNF","2010.01","Odontophorus guttatus",0
"29181","UDZ","2010.01","Odontophorus guttatus",0
"29182","VB-","2010.01","Odontophorus guttatus",0
"29183","YAN","2010.01","Odontophorus guttatus",0
"29184","YAS","2010.01","Odontophorus guttatus",0
"29185","BBS","2011.01","Odontophorus guttatus",0
"29186","BCI","2011.01","Odontophorus guttatus",0
"29187","BIF","2011.01","Odontophorus guttatus",0
"29188","CAX","2011.01","Odontophorus guttatus",0
"29189","COU","2011.01","Odontophorus guttatus",0
"29190","CSN","2011.01","Odontophorus guttatus",0
"29191","KRP","2011.01","Odontophorus guttatus",0
"29192","MAS","2011.01","Odontophorus guttatus",0
"29193","NAK","2011.01","Odontophorus guttatus",0
"29194","NNN","2011.01","Odontophorus guttatus",0
"29195","PSH","2011.01","Odontophorus guttatus",0
"29196","RNF","2011.01","Odontophorus guttatus",0
"29197","UDZ","2011.01","Odontophorus guttatus",0
"29198","VB-","2011.01","Odontophorus guttatus",0
"29199","YAN","2011.01","Odontophorus guttatus",0
"29200","YAS","2011.01","Odontophorus guttatus",0
"29201","BBS","2012.01","Odontophorus guttatus",0
"29202","BCI","2012.01","Odontophorus guttatus",0
"29203","BIF","2012.01","Odontophorus guttatus",0
"29204","CAX","2012.01","Odontophorus guttatus",0
"29205","COU","2012.01","Odontophorus guttatus",0
"29206","CSN","2012.01","Odontophorus guttatus",0
"29207","KRP","2012.01","Odontophorus guttatus",0
"29208","MAS","2012.01","Odontophorus guttatus",0
"29209","NAK","2012.01","Odontophorus guttatus",0
"29210","NNN","2012.01","Odontophorus guttatus",0
"29211","PSH","2012.01","Odontophorus guttatus",0
"29212","RNF","2012.01","Odontophorus guttatus",0
"29213","UDZ","2012.01","Odontophorus guttatus",0
"29214","VB-","2012.01","Odontophorus guttatus",0
"29215","YAN","2012.01","Odontophorus guttatus",0
"29216","YAS","2012.01","Odontophorus guttatus",0
